drdt,nut,M,N,r_het,rho,k,supersat,I,alphat,p,T,r_crit,epsilon,U:0,U:1,U:2,Points:0,Points:1,Points:2,Point ID,Block Number
-1.13071e-09,0.461271,1,4.52628e+06,0.00375039,0.591431,136.934,1.98644,7.26016e+06,0.27281,101299,373.383,1.03734e-09,3662.2,29.2506,-4.87275,2.61256e-15,2.62172,0.448343,-0.5,1080,2
-1.13426e-09,0.459237,1,4.52216e+06,0.00375145,0.591494,133.592,1.9865,7.30113e+06,0.271635,101310,373.384,1.03729e-09,3500.45,29.9021,-4.87249,1.29051e-15,2.71281,0.448045,-0.5,1081,2
-1.13616e-09,0.45622,1,4.52698e+06,0.00375007,0.591552,130.015,1.98658,7.35127e+06,0.269877,101320,373.385,1.03723e-09,3336.93,30.5393,-4.85422,-1.28303e-15,2.8039,0.447748,-0.5,1082,2
-1.13757e-09,0.452366,1,4.53827e+06,0.00374694,0.591607,126.245,1.98666,7.40254e+06,0.267622,101329,373.385,1.03716e-09,3172.61,31.1598,-4.81892,-1.28611e-15,2.89499,0.447451,-0.5,1083,2
-1.13911e-09,0.447892,1,4.55241e+06,0.00374305,0.591657,122.336,1.98674,7.44933e+06,0.264997,101338,373.384,1.0371e-09,3008.63,31.7589,-4.76489,-1.00571e-17,2.98608,0.447154,-0.5,1084,2
-1.14036e-09,0.442976,1,4.56752e+06,0.00373891,0.591702,118.35,1.98681,7.49311e+06,0.262109,101345,373.384,1.03705e-09,2846.8,32.3303,-4.69032,-6.45918e-16,3.07717,0.446856,-0.5,1085,2
-1.14139e-09,0.43788,1,4.58517e+06,0.0037341,0.59174,114.362,1.98688,7.53416e+06,0.25911,101352,373.383,1.037e-09,2688.93,32.8683,-4.59373,-1.28807e-15,3.16826,0.446559,-0.5,1086,2
-1.14236e-09,0.432874,1,4.60347e+06,0.00372914,0.591775,110.446,1.98694,7.57054e+06,0.256162,101357,373.382,1.03695e-09,2536.81,33.3687,-4.47554,5.99924e-16,3.25935,0.446262,-0.5,1087,2
-1.14365e-09,0.428223,1,4.62322e+06,0.00372383,0.591804,106.674,1.98699,7.60055e+06,0.253423,101362,373.381,1.03692e-09,2392.1,33.8299,-4.33784,1.83601e-15,3.35043,0.445964,-0.5,1088,2
-1.14242e-09,0.424137,1,4.64341e+06,0.00371842,0.591828,103.102,1.98706,7.64083e+06,0.251015,101366,373.38,1.03686e-09,2256.07,34.2517,-4.1838,6.19582e-16,3.44152,0.445667,-0.5,1089,2
-1.14003e-09,0.420736,1,4.66501e+06,0.00371268,0.591848,99.7687,1.98714,7.68414e+06,0.24901,101369,373.379,1.03681e-09,2129.59,34.6369,-4.01817,-1.22175e-15,3.53261,0.44537,-0.5,1090,2
-1.14089e-09,0.418093,1,4.68706e+06,0.00370684,0.591865,96.6938,1.98717,7.70428e+06,0.247453,101371,373.377,1.03678e-09,2012.97,34.9889,-3.84512,-3.9155e-17,3.6237,0.445073,-0.5,1091,2
-1.14142e-09,0.41616,1,4.71018e+06,0.00370077,0.591877,93.8747,1.98721,7.72298e+06,0.246314,101373,373.376,1.03676e-09,1906.1,35.3136,-3.67074,-2.52649e-17,3.71479,0.444775,-0.5,1092,2
-1.13852e-09,0.414884,1,4.73469e+06,0.00369437,0.591885,91.3026,1.98727,7.75926e+06,0.245562,101374,373.376,1.03671e-09,1808.62,35.6145,-3.49629,-1.08003e-17,3.80588,0.444478,-0.5,1093,2
-1.13203e-09,0.41413,1,4.76038e+06,0.00368772,0.591893,88.9448,1.98738,7.81474e+06,0.245119,101375,373.375,1.03664e-09,1719.53,35.8968,-3.3285,5.73696e-16,3.89697,0.444181,-0.5,1094,2
-1.12268e-09,0.413775,1,4.78724e+06,0.00368081,0.5919,86.7812,1.98751,7.88535e+06,0.244912,101376,373.371,1.03655e-09,1638.28,36.1678,-3.16911,-6.15988e-16,3.98806,0.443884,-0.5,1095,2
-1.11001e-09,0.41376,1,4.81488e+06,0.00367376,0.591905,84.7934,1.98768,7.97441e+06,0.244905,101376,373.367,1.03643e-09,1564.14,36.4268,-3.01039,1.41361e-18,4.07915,0.443586,-0.5,1096,2
-1.0948e-09,0.413834,1,4.8432e+06,0.00366658,0.591912,82.9162,1.98788,8.07849e+06,0.244951,101375,373.362,1.0363e-09,1495.37,36.671,-2.86159,5.78877e-16,4.17024,0.443289,-0.5,1097,2
-1.07822e-09,0.41392,1,4.87157e+06,0.00365946,0.591918,81.1239,1.98809,8.19043e+06,0.245005,101375,373.357,1.03616e-09,1431.12,36.9079,-2.72856,-3.43841e-18,4.26133,0.442992,-0.5,1098,2
-1.05977e-09,0.413965,1,4.89986e+06,0.0036524,0.591924,79.407,1.98831,8.31398e+06,0.245034,101374,373.351,1.036e-09,1371.02,37.1412,-2.60469,-1.15767e-15,4.35242,0.442695,-0.5,1099,2
-1.03999e-09,0.413762,1,4.9277e+06,0.00364551,0.59193,77.7212,1.98856,8.44637e+06,0.244917,101373,373.345,1.03584e-09,1314.07,37.3654,-2.48992,-9.25685e-18,4.44351,0.442397,-0.5,1100,2
-1.02012e-09,0.413457,1,4.95494e+06,0.00363881,0.591937,76.0692,1.98879,8.57974e+06,0.244739,101372,373.337,1.03568e-09,1259.73,37.5852,-2.38718,5.74713e-16,4.5346,0.4421,-0.5,1101,2
-1.00195e-09,0.41327,1,4.98104e+06,0.00363246,0.591941,74.4684,1.98901,8.70131e+06,0.24463,101371,373.331,1.03554e-09,1207.82,37.7975,-2.29166,7.26034e-20,4.62569,0.441803,-0.5,1102,2
-9.86228e-10,0.41314,1,5.0059e+06,0.00362643,0.591945,72.9096,1.9892,8.80692e+06,0.244555,101370,373.324,1.03541e-09,1158.14,37.9965,-2.20381,-5.6924e-16,4.71678,0.441506,-0.5,1103,2
-9.73177e-10,0.413085,1,5.02936e+06,0.00362079,0.591947,71.4035,1.98935,8.89454e+06,0.244523,101369,373.319,1.03531e-09,1110.94,38.1844,-2.11868,8.73686e-18,4.80787,0.441208,-0.5,1104,2
-9.62203e-10,0.413132,1,5.05163e+06,0.00361545,0.591947,69.9487,1.98948,8.96819e+06,0.244551,101367,373.314,1.03522e-09,1066.01,38.3586,-2.03112,5.64409e-16,4.89896,0.440911,-0.5,1105,2
-9.52918e-10,0.413181,1,5.07279e+06,0.00361042,0.591946,68.534,1.98959,9.03042e+06,0.24458,101366,373.31,1.03515e-09,1023.21,38.521,-1.9506,7.64275e-18,4.99005,0.440614,-0.5,1106,2
-9.44928e-10,0.413344,1,5.09312e+06,0.00360561,0.591945,67.1727,1.98968,9.08368e+06,0.244676,101365,373.307,1.03509e-09,982.579,38.6742,-1.87455,5.56408e-16,5.08114,0.440316,-0.5,1107,2
-9.37919e-10,0.413652,1,5.11279e+06,0.00360098,0.591943,65.8675,1.98976,9.13055e+06,0.244858,101364,373.304,1.03504e-09,944.06,38.8143,-1.80021,-1.26826e-17,5.17223,0.440019,-0.5,1108,2
