,Ambient Pressure [Pa],dT [K],$r$ [m],Time_r [s]
0,174769.38775510204,20.897959183673468,1.002334999656175e-06,2.1000000000000003e-08
0,174769.38775510204,21.693877551020407,1.0024231829613531e-06,2.2000000000000002e-08
0,174769.38775510204,22.489795918367346,1.002511316505359e-06,2.2000000000000002e-08
0,174769.38775510204,23.285714285714285,1.0025994007599748e-06,2.3e-08
0,174769.38775510204,24.081632653061224,1.002687436192999e-06,2.3e-08
0,174769.38775510204,24.877551020408163,1.0027754232673156e-06,2.3e-08
0,174769.38775510204,25.6734693877551,1.0028633624411295e-06,2.4000000000000003e-08
0,174769.38775510204,26.46938775510204,1.002951254169346e-06,2.4000000000000003e-08
0,174769.38775510204,27.26530612244898,1.0030390989015568e-06,2.5000000000000002e-08
0,174769.38775510204,28.06122448979592,1.003126897083263e-06,2.5000000000000002e-08
0,174769.38775510204,28.857142857142858,1.0032146491555316e-06,2.5000000000000002e-08
0,174769.38775510204,29.653061224489797,1.0033023555549363e-06,2.6e-08
0,174769.38775510204,30.448979591836736,1.0033900167137182e-06,2.6e-08
0,174769.38775510204,31.244897959183675,1.0034776330592799e-06,2.6e-08
0,174769.38775510204,32.04081632653062,1.0035652050138559e-06,2.7e-08
0,174769.38775510204,32.83673469387755,1.0036527329962963e-06,2.7e-08
0,174769.38775510204,33.63265306122449,1.003740217419499e-06,2.7e-08
0,174769.38775510204,34.42857142857143,1.0038276586918783e-06,2.8000000000000003e-08
0,174769.38775510204,35.224489795918366,1.0039150572169532e-06,2.8000000000000003e-08
0,174769.38775510204,36.02040816326531,1.0040024133936192e-06,2.8000000000000003e-08
0,174769.38775510204,36.816326530612244,1.0040897276147479e-06,2.9e-08
0,174769.38775510204,37.61224489795919,1.0041770002697534e-06,2.9e-08
0,174769.38775510204,38.40816326530612,1.0042642317421332e-06,2.9e-08
0,174769.38775510204,39.20408163265306,1.0043514224101603e-06,3.0000000000000004e-08
0,174769.38775510204,40.0,1.0044385726473026e-06,3.0000000000000004e-08
0,180891.83673469388,1.0,1.0001126955485084e-06,5e-09
0,180891.83673469388,1.7959183673469388,1.0002023082104389e-06,7.000000000000001e-09
0,180891.83673469388,2.5918367346938775,1.0002918522228083e-06,7.000000000000001e-09
0,180891.83673469388,3.387755102040816,1.0003813300954899e-06,8e-09
0,180891.83673469388,4.183673469387755,1.000470743519686e-06,9.000000000000001e-09
0,180891.83673469388,4.979591836734694,1.0005600937760526e-06,1e-08
0,180891.83673469388,5.775510204081632,1.000649381909536e-06,1e-08
0,180891.83673469388,6.571428571428571,1.0007386088191136e-06,1.1000000000000001e-08
0,180891.83673469388,7.36734693877551,1.0008277753074866e-06,1.2000000000000002e-08
0,180891.83673469388,8.16326530612245,1.0009168821111462e-06,1.2000000000000002e-08
0,180891.83673469388,8.959183673469388,1.0010059299193177e-06,1.3e-08
0,180891.83673469388,9.755102040816327,1.0010949193859367e-06,1.4000000000000001e-08
0,180891.83673469388,10.551020408163264,1.0011838511370074e-06,1.4000000000000001e-08
0,180891.83673469388,11.346938775510203,1.0012727257774057e-06,1.5000000000000002e-08
0,180891.83673469388,12.142857142857142,1.001361543893065e-06,1.5000000000000002e-08
0,180891.83673469388,12.938775510204081,1.0014503060552058e-06,1.6e-08
0,180891.83673469388,13.73469387755102,1.001539012821408e-06,1.6e-08
0,180891.83673469388,14.53061224489796,1.0016276647375855e-06,1.7e-08
0,180891.83673469388,15.326530612244898,1.0017162623398324e-06,1.7e-08
0,180891.83673469388,16.122448979591837,1.0018048061545472e-06,1.8000000000000002e-08
0,180891.83673469388,16.918367346938776,1.0018932967001455e-06,1.8000000000000002e-08
0,180891.83673469388,17.714285714285715,1.0019817344876834e-06,1.9e-08
0,180891.83673469388,18.510204081632654,1.0020701200213191e-06,1.9e-08
0,180891.83673469388,19.306122448979593,1.0021584537993586e-06,2e-08
0,180891.83673469388,20.10204081632653,1.0022467363140881e-06,2e-08
0,180891.83673469388,20.897959183673468,1.002334968053231e-06,2.1000000000000003e-08
0,180891.83673469388,21.693877551020407,1.0024231494992151e-06,2.1000000000000003e-08
0,180891.83673469388,22.489795918367346,1.0025112811298231e-06,2.1000000000000003e-08
0,180891.83673469388,23.285714285714285,1.0025993634181745e-06,2.2000000000000002e-08
0,180891.83673469388,24.081632653061224,1.0026873968333127e-06,2.2000000000000002e-08
0,180891.83673469388,24.877551020408163,1.002775381839921e-06,2.3e-08
0,180891.83673469388,25.6734693877551,1.002863318897834e-06,2.3e-08
0,180891.83673469388,26.46938775510204,1.0029512084637169e-06,2.3e-08
0,180891.83673469388,27.26530612244898,1.003039050989038e-06,2.4000000000000003e-08
0,180891.83673469388,28.06122448979592,1.0031268469210792e-06,2.4000000000000003e-08
0,180891.83673469388,28.857142857142858,1.0032145967028171e-06,2.4000000000000003e-08
0,180891.83673469388,29.653061224489797,1.0033023007728389e-06,2.5000000000000002e-08
0,180891.83673469388,30.448979591836736,1.0033899595648519e-06,2.5000000000000002e-08
0,180891.83673469388,31.244897959183675,1.0034775735083905e-06,2.5000000000000002e-08
0,180891.83673469388,32.04081632653062,1.0035651430274986e-06,2.6e-08
0,180891.83673469388,32.83673469387755,1.0036526685425103e-06,2.6e-08
0,180891.83673469388,33.63265306122449,1.0037401504681606e-06,2.6e-08
0,180891.83673469388,34.42857142857143,1.0038275892146545e-06,2.7e-08
0,180891.83673469388,35.224489795918366,1.0039149851867454e-06,2.7e-08
0,180891.83673469388,36.02040816326531,1.0040023387851744e-06,2.7e-08
0,180891.83673469388,36.816326530612244,1.0040896504042842e-06,2.8000000000000003e-08
0,180891.83673469388,37.61224489795919,1.0041769204346496e-06,2.8000000000000003e-08
0,180891.83673469388,38.40816326530612,1.0042641492613655e-06,2.8000000000000003e-08
0,180891.83673469388,39.20408163265306,1.0043513372639736e-06,2.8000000000000003e-08
0,180891.83673469388,40.0,1.0044384851478939e-06,2.9e-08
0,187014.28571428574,1.0,1.0001126952697634e-06,5e-09
0,187014.28571428574,1.7959183673469388,1.0002023072391616e-06,6.000000000000001e-09
0,187014.28571428574,2.5918367346938775,1.0002918503757773e-06,7.000000000000001e-09
0,187014.28571428574,3.387755102040816,1.0003813272664572e-06,8e-09
0,187014.28571428574,4.183673469387755,1.000470739642508e-06,9.000000000000001e-09
0,187014.28571428574,4.979591836734694,1.0005600888072663e-06,9.000000000000001e-09
0,187014.28571428574,5.775510204081632,1.0006493758187112e-06,1e-08
0,187014.28571428574,6.571428571428571,1.0007386015823798e-06,1.1000000000000001e-08
0,187014.28571428574,7.36734693877551,1.0008277669037386e-06,1.1000000000000001e-08
0,187014.28571428574,8.16326530612245,1.0009168725195603e-06,1.2000000000000002e-08
0,187014.28571428574,8.959183673469388,1.0010059191172696e-06,1.2000000000000002e-08
0,187014.28571428574,9.755102040816327,1.001094907348081e-06,1.3e-08
0,187014.28571428574,10.551020408163264,1.001183837834583e-06,1.4000000000000001e-08
0,187014.28571428574,11.346938775510203,1.0012727111777847e-06,1.4000000000000001e-08
0,187014.28571428574,12.142857142857142,1.0013615279600608e-06,1.5000000000000002e-08
0,187014.28571428574,12.938775510204081,1.0014502887487095e-06,1.5000000000000002e-08
0,187014.28571428574,13.73469387755102,1.0015389940982817e-06,1.6e-08
0,187014.28571428574,14.53061224489796,1.0016276445514932e-06,1.6e-08
0,187014.28571428574,15.326530612244898,1.0017162406421106e-06,1.7e-08
0,187014.28571428574,16.122448979591837,1.001804782894523e-06,1.7e-08
0,187014.28571428574,16.918367346938776,1.001893271825672e-06,1.8000000000000002e-08
0,187014.28571428574,17.714285714285715,1.0019817079455284e-06,1.8000000000000002e-08
0,187014.28571428574,18.510204081632654,1.0020700917579146e-06,1.9e-08
0,187014.28571428574,19.306122448979593,1.002158423760782e-06,1.9e-08
0,187014.28571428574,20.10204081632653,1.0022467044467926e-06,1.9e-08
0,187014.28571428574,20.897959183673468,1.002334934304148e-06,2e-08
0,187014.28571428574,21.693877551020407,1.0024231138161808e-06,2e-08
0,187014.28571428574,22.489795918367346,1.0025112434616926e-06,2.1000000000000003e-08
0,187014.28571428574,23.285714285714285,1.0025993237151433e-06,2.1000000000000003e-08
0,187014.28571428574,24.081632653061224,1.0026873550470003e-06,2.1000000000000003e-08
0,187014.28571428574,24.877551020408163,1.0027753379234368e-06,2.2000000000000002e-08
0,187014.28571428574,25.6734693877551,1.0028632728059749e-06,2.2000000000000002e-08
0,187014.28571428574,26.46938775510204,1.0029511601529397e-06,2.2000000000000002e-08
0,187014.28571428574,27.26530612244898,1.0030390004175851e-06,2.3e-08
0,187014.28571428574,28.06122448979592,1.0031267940489475e-06,2.3e-08
0,187014.28571428574,28.857142857142858,1.0032145414917402e-06,2.3e-08
0,187014.28571428574,29.653061224489797,1.0033022431862742e-06,2.4000000000000003e-08
0,187014.28571428574,30.448979591836736,1.0033898995680841e-06,2.4000000000000003e-08
0,187014.28571428574,31.244897959183675,1.003477511068325e-06,2.4000000000000003e-08
0,187014.28571428574,32.04081632653062,1.003565078112738e-06,2.5000000000000002e-08
0,187014.28571428574,32.83673469387755,1.003652601123267e-06,2.5000000000000002e-08
0,187014.28571428574,33.63265306122449,1.0037400805162553e-06,2.5000000000000002e-08
0,187014.28571428574,34.42857142857143,1.0038275167034387e-06,2.6e-08
0,187014.28571428574,35.224489795918366,1.0039149100910373e-06,2.6e-08
0,187014.28571428574,36.02040816326531,1.0040022610811998e-06,2.6e-08
0,187014.28571428574,36.816326530612244,1.0040895700697279e-06,2.7e-08
0,187014.28571428574,37.61224489795919,1.0041768374485745e-06,2.7e-08
0,187014.28571428574,38.40816326530612,1.0042640639242494e-06,2.7e-08
0,187014.28571428574,39.20408163265306,1.004351249215271e-06,2.7e-08
0,187014.28571428574,40.0,1.0044383940410343e-06,2.8000000000000003e-08
0,193136.73469387757,1.0,1.0001126949352619e-06,5e-09
0,193136.73469387757,1.7959183673469388,1.0002023061603686e-06,6.000000000000001e-09
0,193136.73469387757,2.5918367346938775,1.0002918483672068e-06,7.000000000000001e-09
0,193136.73469387757,3.387755102040816,1.0003813242193208e-06,8e-09
0,193136.73469387757,4.183673469387755,1.000470735487999e-06,8e-09
0,193136.73469387757,4.979591836734694,1.0005600834989108e-06,9.000000000000001e-09
0,193136.73469387757,5.775510204081632,1.0006493693226578e-06,1e-08
0,193136.73469387757,6.571428571428571,1.000738593871746e-06,1e-08
0,193136.73469387757,7.36734693877551,1.0008277579543779e-06,1.1000000000000001e-08
0,193136.73469387757,8.16326530612245,1.000916862307794e-06,1.1000000000000001e-08
0,193136.73469387757,8.959183673469388,1.001005907618228e-06,1.2000000000000002e-08
0,193136.73469387757,9.755102040816327,1.001094894534329e-06,1.3e-08
0,193136.73469387757,10.551020408163264,1.00118382367592e-06,1.3e-08
0,193136.73469387757,11.346938775510203,1.0012726956405776e-06,1.4000000000000001e-08
0,193136.73469387757,12.142857142857142,1.0013615110074205e-06,1.4000000000000001e-08
0,193136.73469387757,12.938775510204081,1.0014502703405501e-06,1.5000000000000002e-08
0,193136.73469387757,13.73469387755102,1.00153897419169e-06,1.5000000000000002e-08
0,193136.73469387757,14.53061224489796,1.001627623101019e-06,1.6e-08
0,193136.73469387757,15.326530612244898,1.0017162176002335e-06,1.6e-08
0,193136.73469387757,16.122448979591837,1.0018047582120803e-06,1.7e-08
0,193136.73469387757,16.918367346938776,1.001893245452326e-06,1.7e-08
0,193136.73469387757,17.714285714285715,1.0019816798302586e-06,1.7e-08
0,193136.73469387757,18.510204081632654,1.0020700618492319e-06,1.8000000000000002e-08
0,193136.73469387757,19.306122448979593,1.0021583920073535e-06,1.8000000000000002e-08
0,193136.73469387757,20.10204081632653,1.0022466707975448e-06,1.9e-08
0,193136.73469387757,20.897959183673468,1.0023348987087337e-06,1.9e-08
0,193136.73469387757,21.693877551020407,1.0024230762251157e-06,2e-08
0,193136.73469387757,22.489795918367346,1.0025112038265623e-06,2e-08
0,193136.73469387757,23.285714285714285,1.0025992819888525e-06,2e-08
0,193136.73469387757,24.081632653061224,1.0026873111838203e-06,2.1000000000000003e-08
0,193136.73469387757,24.877551020408163,1.0027752918791418e-06,2.1000000000000003e-08
0,193136.73469387757,25.6734693877551,1.0028632245379425e-06,2.1000000000000003e-08
0,193136.73469387757,26.46938775510204,1.0029511096201136e-06,2.2000000000000002e-08
0,193136.73469387757,27.26530612244898,1.0030389475805548e-06,2.2000000000000002e-08
0,193136.73469387757,28.06122448979592,1.0031267388700485e-06,2.2000000000000002e-08
0,193136.73469387757,28.857142857142858,1.0032144839348628e-06,2.3e-08
0,193136.73469387757,29.653061224489797,1.003302183217023e-06,2.3e-08
0,193136.73469387757,30.448979591836736,1.0033898371537393e-06,2.3e-08
0,193136.73469387757,31.244897959183675,1.0034774461776335e-06,2.4000000000000003e-08
0,193136.73469387757,32.04081632653062,1.0035650107160765e-06,2.4000000000000003e-08
0,193136.73469387757,32.83673469387755,1.0036525311926914e-06,2.4000000000000003e-08
0,193136.73469387757,33.63265306122449,1.0037400080249806e-06,2.5000000000000002e-08
0,193136.73469387757,34.42857142857143,1.0038274416263397e-06,2.5000000000000002e-08
0,193136.73469387757,35.224489795918366,1.0039148324044244e-06,2.5000000000000002e-08
0,193136.73469387757,36.02040816326531,1.0040021807626243e-06,2.5000000000000002e-08
0,193136.73469387757,36.816326530612244,1.0040894874112336e-06,2.6e-08
0,193136.73469387757,37.61224489795919,1.00417675209514e-06,2.6e-08
0,193136.73469387757,38.40816326530612,1.0042639755384056e-06,2.6e-08
0,193136.73469387757,39.20408163265306,1.004351158122935e-06,2.7e-08
0,193136.73469387757,40.0,1.004438300225814e-06,2.7e-08
0,199259.1836734694,1.0,1.0001126945479878e-06,5e-09
0,199259.1836734694,1.7959183673469388,1.0002023049810645e-06,6.000000000000001e-09
0,199259.1836734694,2.5918367346938775,1.0002918462091731e-06,7.000000000000001e-09
0,199259.1836734694,3.387755102040816,1.0003813209722756e-06,7.000000000000001e-09
0,199259.1836734694,4.183673469387755,1.0004707310809059e-06,8e-09
0,199259.1836734694,4.979591836734694,1.0005600778828893e-06,9.000000000000001e-09
0,199259.1836734694,5.775510204081632,1.0006493624615293e-06,9.000000000000001e-09
0,199259.1836734694,6.571428571428571,1.0007385857358113e-06,1e-08
0,199259.1836734694,7.36734693877551,1.0008277485173388e-06,1e-08
0,199259.1836734694,8.16326530612245,1.0009168515436997e-06,1.1000000000000001e-08
0,199259.1836734694,8.959183673469388,1.0010058955002076e-06,1.2000000000000002e-08
0,199259.1836734694,9.755102040816327,1.0010948810336518e-06,1.2000000000000002e-08
0,199259.1836734694,10.551020408163264,1.001183808760998e-06,1.3e-08
0,199259.1836734694,11.346938775510203,1.0012726792772942e-06,1.3e-08
0,199259.1836734694,12.142857142857142,1.001361493158374e-06,1.4000000000000001e-08
0,199259.1836734694,12.938775510204081,1.0014502509660085e-06,1.4000000000000001e-08
0,199259.1836734694,13.73469387755102,1.0015389532490165e-06,1.5000000000000002e-08
0,199259.1836734694,14.53061224489796,1.0016276005458105e-06,1.5000000000000002e-08
0,199259.1836734694,15.326530612244898,1.0017161933860554e-06,1.6e-08
0,199259.1836734694,16.122448979591837,1.0018047322913021e-06,1.6e-08
0,199259.1836734694,16.918367346938776,1.0018932177763251e-06,1.6e-08
0,199259.1836734694,17.714285714285715,1.0019816503498242e-06,1.7e-08
0,199259.1836734694,18.510204081632654,1.0020700305151403e-06,1.7e-08
0,199259.1836734694,19.306122448979593,1.0021583587702774e-06,1.8000000000000002e-08
0,199259.1836734694,20.10204081632653,1.0022466356089618e-06,1.8000000000000002e-08
0,199259.1836734694,20.897959183673468,1.0023348615205363e-06,1.8000000000000002e-08
0,199259.1836734694,21.693877551020407,1.002423036990182e-06,1.9e-08
0,199259.1836734694,22.489795918367346,1.0025111624989917e-06,1.9e-08
0,199259.1836734694,23.285714285714285,1.0025992385237469e-06,2e-08
0,199259.1836734694,24.081632653061224,1.002687265537911e-06,2e-08
0,199259.1836734694,24.877551020408163,1.0027752440104451e-06,2e-08
0,199259.1836734694,25.6734693877551,1.0028631744059636e-06,2.1000000000000003e-08
0,199259.1836734694,26.46938775510204,1.0029510571859792e-06,2.1000000000000003e-08
0,199259.1836734694,27.26530612244898,1.0030388928069067e-06,2.1000000000000003e-08
0,199259.1836734694,28.06122448979592,1.0031266817210735e-06,2.2000000000000002e-08
0,199259.1836734694,28.857142857142858,1.0032144243763859e-06,2.2000000000000002e-08
0,199259.1836734694,29.653061224489797,1.0033021212164044e-06,2.2000000000000002e-08
0,199259.1836734694,30.448979591836736,1.0033897726798413e-06,2.3e-08
0,199259.1836734694,31.244897959183675,1.0034773792007964e-06,2.3e-08
0,199259.1836734694,32.04081632653062,1.0035649412082382e-06,2.3e-08
0,199259.1836734694,32.83673469387755,1.0036524591270783e-06,2.3e-08
0,199259.1836734694,33.63265306122449,1.003739933376337e-06,2.4000000000000003e-08
0,199259.1836734694,34.42857142857143,1.0038273643707419e-06,2.4000000000000003e-08
0,199259.1836734694,35.224489795918366,1.0039147525192657e-06,2.4000000000000003e-08
0,199259.1836734694,36.02040816326531,1.0040020985130002e-06,2.5000000000000002e-08
0,199259.1836734694,36.816326530612244,1.0040894021565242e-06,2.5000000000000002e-08
0,199259.1836734694,37.61224489795919,1.0041766641530496e-06,2.5000000000000002e-08
0,199259.1836734694,38.40816326530612,1.0042638848911222e-06,2.5000000000000002e-08
0,199259.1836734694,39.20408163265306,1.004351064753645e-06,2.6e-08
0,199259.1836734694,40.0,1.0044382041189117e-06,2.6e-08
0,205381.63265306124,1.0,1.0001126941106581e-06,5e-09
0,205381.63265306124,1.7959183673469388,1.0002023037075416e-06,6.000000000000001e-09
0,205381.63265306124,2.5918367346938775,1.0002918439124075e-06,6.000000000000001e-09
0,205381.63265306124,3.387755102040816,1.0003813175410144e-06,7.000000000000001e-09
0,205381.63265306124,4.183673469387755,1.0004707264427703e-06,8e-09
0,205381.63265306124,4.979591836734694,1.000560071987291e-06,8e-09
0,205381.63265306124,5.775510204081632,1.0006493552701135e-06,9.000000000000001e-09
0,205381.63265306124,6.571428571428571,1.0007385772170696e-06,1e-08
0,205381.63265306124,7.36734693877551,1.0008277386429315e-06,1e-08
0,205381.63265306124,8.16326530612245,1.000916840285989e-06,1.1000000000000001e-08
0,205381.63265306124,8.959183673469388,1.0010058828309982e-06,1.1000000000000001e-08
0,205381.63265306124,9.755102040816327,1.0010948669228045e-06,1.2000000000000002e-08
0,205381.63265306124,10.551020408163264,1.001183793176414e-06,1.2000000000000002e-08
0,205381.63265306124,11.346938775510203,1.0012726621840448e-06,1.3e-08
0,205381.63265306124,12.142857142857142,1.0013614745193604e-06,1.3e-08
0,205381.63265306124,12.938775510204081,1.0014502307413433e-06,1.4000000000000001e-08
0,205381.63265306124,13.73469387755102,1.0015389313970604e-06,1.4000000000000001e-08
0,205381.63265306124,14.53061224489796,1.0016275770226768e-06,1.5000000000000002e-08
0,205381.63265306124,15.326530612244898,1.0017161681467293e-06,1.5000000000000002e-08
0,205381.63265306124,16.122448979591837,1.001804705289435e-06,1.5000000000000002e-08
0,205381.63265306124,16.918367346938776,1.001893188964954e-06,1.6e-08
0,205381.63265306124,17.714285714285715,1.0019816196816318e-06,1.6e-08
0,205381.63265306124,18.510204081632654,1.0020699979425732e-06,1.7e-08
0,205381.63265306124,19.306122448979593,1.002158324246343e-06,1.7e-08
0,205381.63265306124,20.10204081632653,1.0022465990868061e-06,1.7e-08
0,205381.63265306124,20.897959183673468,1.0023348229543027e-06,1.8000000000000002e-08
0,205381.63265306124,21.693877551020407,1.002422996335006e-06,1.8000000000000002e-08
0,205381.63265306124,22.489795918367346,1.002511119710769e-06,1.9e-08
0,205381.63265306124,23.285714285714285,1.002599193559944e-06,1.9e-08
0,205381.63265306124,24.081632653061224,1.0026872183570637e-06,1.9e-08
0,205381.63265306124,24.877551020408163,1.0027751945724583e-06,2e-08
0,205381.63265306124,25.6734693877551,1.0028631226724205e-06,2e-08
0,205381.63265306124,26.46938775510204,1.0029510031196692e-06,2e-08
0,205381.63265306124,27.26530612244898,1.0030388363721262e-06,2.1000000000000003e-08
0,205381.63265306124,28.06122448979592,1.0031266228838304e-06,2.1000000000000003e-08
0,205381.63265306124,28.857142857142858,1.003214363103963e-06,2.1000000000000003e-08
0,205381.63265306124,29.653061224489797,1.0033020574775317e-06,2.1000000000000003e-08
0,205381.63265306124,30.448979591836736,1.0033897064448127e-06,2.2000000000000002e-08
0,205381.63265306124,31.244897959183675,1.0034773104414177e-06,2.2000000000000002e-08
0,205381.63265306124,32.04081632653062,1.0035648698974292e-06,2.2000000000000002e-08
0,205381.63265306124,32.83673469387755,1.0036523852392783e-06,2.3e-08
0,205381.63265306124,33.63265306122449,1.0037398568875005e-06,2.3e-08
0,205381.63265306124,34.42857142857143,1.0038272855421288e-06,2.3e-08
0,205381.63265306124,35.224489795918366,1.0039146710235153e-06,2.3e-08
0,205381.63265306124,36.02040816326531,1.0040020140447745e-06,2.4000000000000003e-08
0,205381.63265306124,36.816326530612244,1.004089315005244e-06,2.4000000000000003e-08
0,205381.63265306124,37.61224489795919,1.004176574300418e-06,2.4000000000000003e-08
0,205381.63265306124,38.40816326530612,1.0042637923199748e-06,2.5000000000000002e-08
0,205381.63265306124,39.20408163265306,1.004350969448013e-06,2.5000000000000002e-08
0,205381.63265306124,40.0,1.0044381060637935e-06,2.5000000000000002e-08
0,211504.08163265308,1.0,1.000112693625441e-06,4e-09
0,211504.08163265308,1.7959183673469388,1.0002023023451463e-06,5e-09
0,211504.08163265308,2.5918367346938775,1.000291841486224e-06,6.000000000000001e-09
0,211504.08163265308,3.387755102040816,1.0003813139394661e-06,7.000000000000001e-09
0,211504.08163265308,4.183673469387755,1.0004707215925042e-06,7.000000000000001e-09
0,211504.08163265308,4.979591836734694,1.0005600658366014e-06,8e-09
0,211504.08163265308,5.775510204081632,1.0006493477789467e-06,9.000000000000001e-09
0,211504.08163265308,6.571428571428571,1.0007385683525181e-06,9.000000000000001e-09
0,211504.08163265308,7.36734693877551,1.0008277283750505e-06,1e-08
0,211504.08163265308,8.16326530612245,1.0009168285858466e-06,1e-08
0,211504.08163265308,8.959183673469388,1.0010058696692613e-06,1.1000000000000001e-08
0,211504.08163265308,9.755102040816327,1.0010948522684641e-06,1.1000000000000001e-08
0,211504.08163265308,10.551020408163264,1.0011837769968335e-06,1.2000000000000002e-08
0,211504.08163265308,11.346938775510203,1.0012726444440517e-06,1.2000000000000002e-08
0,211504.08163265308,12.142857142857142,1.0013614551818473e-06,1.3e-08
0,211504.08163265308,12.938775510204081,1.001450209766922e-06,1.3e-08
0,211504.08163265308,13.73469387755102,1.001538908744499e-06,1.4000000000000001e-08
0,211504.08163265308,14.53061224489796,1.0016275526493432e-06,1.4000000000000001e-08
0,211504.08163265308,15.326530612244898,1.0017161420083286e-06,1.5000000000000002e-08
0,211504.08163265308,16.122448979591837,1.0018046773413814e-06,1.5000000000000002e-08
0,211504.08163265308,16.918367346938776,1.0018931591613665e-06,1.5000000000000002e-08
0,211504.08163265308,17.714285714285715,1.0019815879770012e-06,1.6e-08
0,211504.08163265308,18.510204081632654,1.002069964291134e-06,1.6e-08
0,211504.08163265308,19.306122448979593,1.002158288602557e-06,1.7e-08
0,211504.08163265308,20.10204081632653,1.002246561406172e-06,1.7e-08
0,211504.08163265308,20.897959183673468,1.0023347831924251e-06,1.7e-08
0,211504.08163265308,21.693877551020407,1.0024229544487968e-06,1.8000000000000002e-08
0,211504.08163265308,22.489795918367346,1.0025110756583464e-06,1.8000000000000002e-08
0,211504.08163265308,23.285714285714285,1.0025991473000662e-06,1.8000000000000002e-08
0,211504.08163265308,24.081632653061224,1.002687169850196e-06,1.9e-08
0,211504.08163265308,24.877551020408163,1.0027751437804103e-06,1.9e-08
0,211504.08163265308,25.6734693877551,1.0028630695578853e-06,1.9e-08
0,211504.08163265308,26.46938775510204,1.0029509476471853e-06,2e-08
0,211504.08163265308,27.26530612244898,1.0030387785077082e-06,2e-08
0,211504.08163265308,28.06122448979592,1.0031265625944094e-06,2e-08
0,211504.08163265308,28.857142857142858,1.003214300358207e-06,2.1000000000000003e-08
0,211504.08163265308,29.653061224489797,1.0033019922456792e-06,2.1000000000000003e-08
0,211504.08163265308,30.448979591836736,1.003389638698139e-06,2.1000000000000003e-08
0,211504.08163265308,31.244897959183675,1.0034772401525145e-06,2.1000000000000003e-08
0,211504.08163265308,32.04081632653062,1.0035647970405895e-06,2.2000000000000002e-08
0,211504.08163265308,32.83673469387755,1.003652309789966e-06,2.2000000000000002e-08
0,211504.08163265308,33.63265306122449,1.0037397790847935e-06,2.2000000000000002e-08
0,211504.08163265308,34.42857142857143,1.0038272047966426e-06,2.2000000000000002e-08
0,211504.08163265308,35.224489795918366,1.0039145876215785e-06,2.3e-08
0,211504.08163265308,36.02040816326531,1.0040019279664264e-06,2.3e-08
0,211504.08163265308,36.816326530612244,1.004089226231598e-06,2.3e-08
0,211504.08163265308,37.61224489795919,1.0041764828139636e-06,2.3e-08
0,211504.08163265308,38.40816326530612,1.004263698104277e-06,2.4000000000000003e-08
0,211504.08163265308,39.20408163265306,1.0043508727690847e-06,2.4000000000000003e-08
0,211504.08163265308,40.0,1.0044380066541194e-06,2.4000000000000003e-08
0,217626.5306122449,1.0,1.000112693094288e-06,4e-09
0,217626.5306122449,1.7959183673469388,1.0002023008986736e-06,5e-09
0,217626.5306122449,2.5918367346938775,1.0002918389388842e-06,6.000000000000001e-09
0,217626.5306122449,3.387755102040816,1.000381310179727e-06,7.000000000000001e-09
0,217626.5306122449,4.183673469387755,1.0004707165468386e-06,7.000000000000001e-09
0,217626.5306122449,4.979591836734694,1.0005600594522443e-06,8e-09
0,217626.5306122449,5.775510204081632,1.0006493400147342e-06,8e-09
0,217626.5306122449,6.571428571428571,1.0007385591746063e-06,9.000000000000001e-09
0,217626.5306122449,7.36734693877551,1.0008277177518613e-06,9.000000000000001e-09
0,217626.5306122449,8.16326530612245,1.0009168164880172e-06,1e-08
0,217626.5306122449,8.959183673469388,1.0010058560659177e-06,1e-08
0,217626.5306122449,9.755102040816327,1.001094837128746e-06,1.1000000000000001e-08
0,217626.5306122449,10.551020408163264,1.0011837602869131e-06,1.1000000000000001e-08
0,217626.5306122449,11.346938775510203,1.0012726261295006e-06,1.2000000000000002e-08
0,217626.5306122449,12.142857142857142,1.001361435224915e-06,1.2000000000000002e-08
0,217626.5306122449,12.938775510204081,1.0014501881293718e-06,1.3e-08
0,217626.5306122449,13.73469387755102,1.0015388853852174e-06,1.3e-08
0,217626.5306122449,14.53061224489796,1.0016275275268048e-06,1.4000000000000001e-08
0,217626.5306122449,15.326530612244898,1.0017161150794824e-06,1.4000000000000001e-08
0,217626.5306122449,16.122448979591837,1.0018046485622272e-06,1.4000000000000001e-08
0,217626.5306122449,16.918367346938776,1.0018931284883818e-06,1.5000000000000002e-08
0,217626.5306122449,17.714285714285715,1.0019815553651836e-06,1.5000000000000002e-08
0,217626.5306122449,18.510204081632654,1.002069929696818e-06,1.6e-08
0,217626.5306122449,19.306122448979593,1.0021582519818903e-06,1.6e-08
0,217626.5306122449,20.10204081632653,1.002246522715477e-06,1.6e-08
0,217626.5306122449,20.897959183673468,1.0023347423898985e-06,1.7e-08
0,217626.5306122449,21.693877551020407,1.0024229114924744e-06,1.7e-08
0,217626.5306122449,22.489795918367346,1.00251103050749e-06,1.7e-08
0,217626.5306122449,23.285714285714285,1.0025990999158941e-06,1.8000000000000002e-08
0,217626.5306122449,24.081632653061224,1.0026871201940896e-06,1.8000000000000002e-08
0,217626.5306122449,24.877551020408163,1.0027750918152054e-06,1.8000000000000002e-08
0,217626.5306122449,25.6734693877551,1.0028630152485704e-06,1.9e-08
0,217626.5306122449,26.46938775510204,1.00295089095913e-06,1.9e-08
