,Ambient Pressure [Pa],dT [K],$k$ [m/s]
0,113544.89795918367,31.244897959183675,
0,113544.89795918367,32.04081632653062,
0,113544.89795918367,32.83673469387755,
0,113544.89795918367,33.63265306122449,
0,113544.89795918367,34.42857142857143,
0,113544.89795918367,35.224489795918366,
0,113544.89795918367,36.02040816326531,
0,113544.89795918367,36.816326530612244,
0,113544.89795918367,37.61224489795919,
0,113544.89795918367,38.40816326530612,
0,113544.89795918367,39.20408163265306,
0,113544.89795918367,40.0,
0,119667.3469387755,1.0,1.615587133892632e-18
0,119667.3469387755,1.7959183673469388,1.615587133892632e-18
0,119667.3469387755,2.5918367346938775,1.4136387421560532e-18
0,119667.3469387755,3.387755102040816,1.8175355256292112e-18
0,119667.3469387755,4.183673469387755,1.8175355256292112e-18
0,119667.3469387755,4.979591836734694,1.615587133892632e-18
0,119667.3469387755,5.775510204081632,1.615587133892632e-18
0,119667.3469387755,6.571428571428571,1.615587133892632e-18
0,119667.3469387755,7.36734693877551,1.615587133892632e-18
0,119667.3469387755,8.16326530612245,1.2116903504194741e-18
0,119667.3469387755,8.959183673469388,1.2116903504194741e-18
0,119667.3469387755,9.755102040816327,1.615587133892632e-18
0,119667.3469387755,10.551020408163264,1.8175355256292112e-18
0,119667.3469387755,11.346938775510203,1.615587133892632e-18
0,119667.3469387755,12.142857142857142,1.615587133892632e-18
0,119667.3469387755,12.938775510204081,1.8175355256292112e-18
0,119667.3469387755,13.73469387755102,1.615587133892632e-18
0,119667.3469387755,14.53061224489796,1.615587133892632e-18
0,119667.3469387755,15.326530612244898,1.615587133892632e-18
0,119667.3469387755,16.122448979591837,1.615587133892632e-18
0,119667.3469387755,16.918367346938776,1.615587133892632e-18
0,119667.3469387755,17.714285714285715,1.615587133892632e-18
0,119667.3469387755,18.510204081632654,1.615587133892632e-18
0,119667.3469387755,19.306122448979593,1.2116903504194741e-18
0,119667.3469387755,20.10204081632653,1.4136387421560532e-18
0,119667.3469387755,20.897959183673468,1.8175355256292112e-18
0,119667.3469387755,21.693877551020407,1.615587133892632e-18
0,119667.3469387755,22.489795918367346,1.8175355256292112e-18
0,119667.3469387755,23.285714285714285,
0,119667.3469387755,24.081632653061224,
0,119667.3469387755,24.877551020408163,
0,119667.3469387755,25.6734693877551,
0,119667.3469387755,26.46938775510204,
0,119667.3469387755,27.26530612244898,
0,119667.3469387755,28.06122448979592,
0,119667.3469387755,28.857142857142858,
0,119667.3469387755,29.653061224489797,
0,119667.3469387755,30.448979591836736,
0,119667.3469387755,31.244897959183675,
0,119667.3469387755,32.04081632653062,
0,119667.3469387755,32.83673469387755,
0,119667.3469387755,33.63265306122449,
0,119667.3469387755,34.42857142857143,
0,119667.3469387755,35.224489795918366,
0,119667.3469387755,36.02040816326531,
0,119667.3469387755,36.816326530612244,
0,119667.3469387755,37.61224489795919,
0,119667.3469387755,38.40816326530612,
0,119667.3469387755,39.20408163265306,
0,119667.3469387755,40.0,
0,125789.79591836735,1.0,1.615587133892632e-18
0,125789.79591836735,1.7959183673469388,1.8175355256292112e-18
0,125789.79591836735,2.5918367346938775,1.2116903504194741e-18
0,125789.79591836735,3.387755102040816,1.8175355256292112e-18
0,125789.79591836735,4.183673469387755,1.8175355256292112e-18
0,125789.79591836735,4.979591836734694,1.2116903504194741e-18
0,125789.79591836735,5.775510204081632,1.615587133892632e-18
0,125789.79591836735,6.571428571428571,1.615587133892632e-18
0,125789.79591836735,7.36734693877551,1.615587133892632e-18
0,125789.79591836735,8.16326530612245,1.8175355256292112e-18
0,125789.79591836735,8.959183673469388,1.2116903504194741e-18
0,125789.79591836735,9.755102040816327,1.615587133892632e-18
0,125789.79591836735,10.551020408163264,1.8175355256292112e-18
0,125789.79591836735,11.346938775510203,1.2116903504194741e-18
0,125789.79591836735,12.142857142857142,1.615587133892632e-18
0,125789.79591836735,12.938775510204081,1.615587133892632e-18
0,125789.79591836735,13.73469387755102,1.8175355256292112e-18
0,125789.79591836735,14.53061224489796,1.615587133892632e-18
0,125789.79591836735,15.326530612244898,1.615587133892632e-18
0,125789.79591836735,16.122448979591837,1.615587133892632e-18
0,125789.79591836735,16.918367346938776,1.615587133892632e-18
0,125789.79591836735,17.714285714285715,1.615587133892632e-18
0,125789.79591836735,18.510204081632654,1.8175355256292112e-18
0,125789.79591836735,19.306122448979593,1.8175355256292112e-18
0,125789.79591836735,20.10204081632653,1.4136387421560532e-18
0,125789.79591836735,20.897959183673468,1.8175355256292112e-18
0,125789.79591836735,21.693877551020407,1.2116903504194741e-18
0,125789.79591836735,22.489795918367346,1.615587133892632e-18
0,125789.79591836735,23.285714285714285,
0,125789.79591836735,24.081632653061224,
0,125789.79591836735,24.877551020408163,
0,125789.79591836735,25.6734693877551,
0,125789.79591836735,26.46938775510204,
0,125789.79591836735,27.26530612244898,
0,125789.79591836735,28.06122448979592,
0,125789.79591836735,28.857142857142858,
0,125789.79591836735,29.653061224489797,
0,125789.79591836735,30.448979591836736,
0,125789.79591836735,31.244897959183675,
0,125789.79591836735,32.04081632653062,
0,125789.79591836735,32.83673469387755,
0,125789.79591836735,33.63265306122449,
0,125789.79591836735,34.42857142857143,
0,125789.79591836735,35.224489795918366,
0,125789.79591836735,36.02040816326531,
0,125789.79591836735,36.816326530612244,
0,125789.79591836735,37.61224489795919,
0,125789.79591836735,38.40816326530612,
0,125789.79591836735,39.20408163265306,
0,125789.79591836735,40.0,
0,131912.24489795917,1.0,1.615587133892632e-18
0,131912.24489795917,1.7959183673469388,1.8175355256292112e-18
0,131912.24489795917,2.5918367346938775,1.2116903504194741e-18
0,131912.24489795917,3.387755102040816,1.615587133892632e-18
0,131912.24489795917,4.183673469387755,1.8175355256292112e-18
0,131912.24489795917,4.979591836734694,1.4136387421560532e-18
0,131912.24489795917,5.775510204081632,1.8175355256292112e-18
0,131912.24489795917,6.571428571428571,1.615587133892632e-18
0,131912.24489795917,7.36734693877551,1.615587133892632e-18
0,131912.24489795917,8.16326530612245,1.4136387421560532e-18
0,131912.24489795917,8.959183673469388,1.615587133892632e-18
0,131912.24489795917,9.755102040816327,1.8175355256292112e-18
0,131912.24489795917,10.551020408163264,1.8175355256292112e-18
0,131912.24489795917,11.346938775510203,1.2116903504194741e-18
0,131912.24489795917,12.142857142857142,1.615587133892632e-18
0,131912.24489795917,12.938775510204081,1.615587133892632e-18
0,131912.24489795917,13.73469387755102,1.8175355256292112e-18
0,131912.24489795917,14.53061224489796,1.615587133892632e-18
0,131912.24489795917,15.326530612244898,1.615587133892632e-18
0,131912.24489795917,16.122448979591837,1.4136387421560532e-18
0,131912.24489795917,16.918367346938776,1.2116903504194741e-18
0,131912.24489795917,17.714285714285715,1.615587133892632e-18
0,131912.24489795917,18.510204081632654,1.8175355256292112e-18
0,131912.24489795917,19.306122448979593,1.2116903504194741e-18
0,131912.24489795917,20.10204081632653,1.4136387421560532e-18
0,131912.24489795917,20.897959183673468,1.8175355256292112e-18
0,131912.24489795917,21.693877551020407,1.615587133892632e-18
0,131912.24489795917,22.489795918367346,1.4136387421560532e-18
0,131912.24489795917,23.285714285714285,
0,131912.24489795917,24.081632653061224,
0,131912.24489795917,24.877551020408163,
0,131912.24489795917,25.6734693877551,
0,131912.24489795917,26.46938775510204,
0,131912.24489795917,27.26530612244898,
0,131912.24489795917,28.06122448979592,
0,131912.24489795917,28.857142857142858,
0,131912.24489795917,29.653061224489797,
0,131912.24489795917,30.448979591836736,
0,131912.24489795917,31.244897959183675,
0,131912.24489795917,32.04081632653062,
0,131912.24489795917,32.83673469387755,
0,131912.24489795917,33.63265306122449,
0,131912.24489795917,34.42857142857143,
0,131912.24489795917,35.224489795918366,
0,131912.24489795917,36.02040816326531,
0,131912.24489795917,36.816326530612244,
0,131912.24489795917,37.61224489795919,
0,131912.24489795917,38.40816326530612,
0,131912.24489795917,39.20408163265306,
0,131912.24489795917,40.0,
0,138034.693877551,1.0,1.2116903504194741e-18
0,138034.693877551,1.7959183673469388,1.615587133892632e-18
0,138034.693877551,2.5918367346938775,1.8175355256292112e-18
0,138034.693877551,3.387755102040816,1.615587133892632e-18
0,138034.693877551,4.183673469387755,1.615587133892632e-18
0,138034.693877551,4.979591836734694,1.2116903504194741e-18
0,138034.693877551,5.775510204081632,1.8175355256292112e-18
0,138034.693877551,6.571428571428571,1.4136387421560532e-18
0,138034.693877551,7.36734693877551,1.8175355256292112e-18
0,138034.693877551,8.16326530612245,1.2116903504194741e-18
0,138034.693877551,8.959183673469388,1.2116903504194741e-18
0,138034.693877551,9.755102040816327,1.615587133892632e-18
0,138034.693877551,10.551020408163264,1.8175355256292112e-18
0,138034.693877551,11.346938775510203,1.2116903504194741e-18
0,138034.693877551,12.142857142857142,1.2116903504194741e-18
0,138034.693877551,12.938775510204081,1.615587133892632e-18
0,138034.693877551,13.73469387755102,1.8175355256292112e-18
0,138034.693877551,14.53061224489796,1.8175355256292112e-18
0,138034.693877551,15.326530612244898,1.615587133892632e-18
0,138034.693877551,16.122448979591837,1.615587133892632e-18
0,138034.693877551,16.918367346938776,1.615587133892632e-18
0,138034.693877551,17.714285714285715,1.615587133892632e-18
0,138034.693877551,18.510204081632654,1.615587133892632e-18
0,138034.693877551,19.306122448979593,1.4136387421560532e-18
0,138034.693877551,20.10204081632653,1.2116903504194741e-18
0,138034.693877551,20.897959183673468,1.615587133892632e-18
0,138034.693877551,21.693877551020407,1.2116903504194741e-18
0,138034.693877551,22.489795918367346,1.8175355256292112e-18
0,138034.693877551,23.285714285714285,
0,138034.693877551,24.081632653061224,
0,138034.693877551,24.877551020408163,
0,138034.693877551,25.6734693877551,
0,138034.693877551,26.46938775510204,
0,138034.693877551,27.26530612244898,
0,138034.693877551,28.06122448979592,
0,138034.693877551,28.857142857142858,
0,138034.693877551,29.653061224489797,
0,138034.693877551,30.448979591836736,
0,138034.693877551,31.244897959183675,
0,138034.693877551,32.04081632653062,
0,138034.693877551,32.83673469387755,
0,138034.693877551,33.63265306122449,
0,138034.693877551,34.42857142857143,
0,138034.693877551,35.224489795918366,
0,138034.693877551,36.02040816326531,
0,138034.693877551,36.816326530612244,
0,138034.693877551,37.61224489795919,
0,138034.693877551,38.40816326530612,
0,138034.693877551,39.20408163265306,
0,138034.693877551,40.0,
0,144157.14285714287,1.0,1.2116903504194741e-18
0,144157.14285714287,1.7959183673469388,1.615587133892632e-18
0,144157.14285714287,2.5918367346938775,1.2116903504194741e-18
0,144157.14285714287,3.387755102040816,1.8175355256292112e-18
0,144157.14285714287,4.183673469387755,1.615587133892632e-18
0,144157.14285714287,4.979591836734694,1.8175355256292112e-18
0,144157.14285714287,5.775510204081632,1.615587133892632e-18
0,144157.14285714287,6.571428571428571,1.615587133892632e-18
0,144157.14285714287,7.36734693877551,1.615587133892632e-18
0,144157.14285714287,8.16326530612245,1.2116903504194741e-18
0,144157.14285714287,8.959183673469388,1.2116903504194741e-18
0,144157.14285714287,9.755102040816327,1.8175355256292112e-18
0,144157.14285714287,10.551020408163264,1.615587133892632e-18
0,144157.14285714287,11.346938775510203,1.615587133892632e-18
0,144157.14285714287,12.142857142857142,1.615587133892632e-18
0,144157.14285714287,12.938775510204081,1.2116903504194741e-18
0,144157.14285714287,13.73469387755102,1.615587133892632e-18
0,144157.14285714287,14.53061224489796,1.8175355256292112e-18
0,144157.14285714287,15.326530612244898,1.615587133892632e-18
0,144157.14285714287,16.122448979591837,1.4136387421560532e-18
0,144157.14285714287,16.918367346938776,1.615587133892632e-18
0,144157.14285714287,17.714285714285715,1.8175355256292112e-18
0,144157.14285714287,18.510204081632654,1.615587133892632e-18
0,144157.14285714287,19.306122448979593,1.2116903504194741e-18
0,144157.14285714287,20.10204081632653,1.8175355256292112e-18
0,144157.14285714287,20.897959183673468,1.8175355256292112e-18
0,144157.14285714287,21.693877551020407,1.2116903504194741e-18
0,144157.14285714287,22.489795918367346,1.2116903504194741e-18
0,144157.14285714287,23.285714285714285,
0,144157.14285714287,24.081632653061224,
0,144157.14285714287,24.877551020408163,
0,144157.14285714287,25.6734693877551,
0,144157.14285714287,26.46938775510204,
0,144157.14285714287,27.26530612244898,
0,144157.14285714287,28.06122448979592,
0,144157.14285714287,28.857142857142858,
0,144157.14285714287,29.653061224489797,
0,144157.14285714287,30.448979591836736,
0,144157.14285714287,31.244897959183675,
0,144157.14285714287,32.04081632653062,
0,144157.14285714287,32.83673469387755,
0,144157.14285714287,33.63265306122449,
0,144157.14285714287,34.42857142857143,
0,144157.14285714287,35.224489795918366,
0,144157.14285714287,36.02040816326531,
0,144157.14285714287,36.816326530612244,
0,144157.14285714287,37.61224489795919,
0,144157.14285714287,38.40816326530612,
0,144157.14285714287,39.20408163265306,
0,144157.14285714287,40.0,
0,150279.5918367347,1.0,1.2116903504194741e-18
0,150279.5918367347,1.7959183673469388,1.2116903504194741e-18
0,150279.5918367347,2.5918367346938775,1.615587133892632e-18
0,150279.5918367347,3.387755102040816,1.2116903504194741e-18
0,150279.5918367347,4.183673469387755,1.615587133892632e-18
0,150279.5918367347,4.979591836734694,1.615587133892632e-18
0,150279.5918367347,5.775510204081632,1.615587133892632e-18
0,150279.5918367347,6.571428571428571,1.615587133892632e-18
0,150279.5918367347,7.36734693877551,1.615587133892632e-18
0,150279.5918367347,8.16326530612245,1.2116903504194741e-18
0,150279.5918367347,8.959183673469388,1.615587133892632e-18
0,150279.5918367347,9.755102040816327,1.615587133892632e-18
0,150279.5918367347,10.551020408163264,1.8175355256292112e-18
0,150279.5918367347,11.346938775510203,1.2116903504194741e-18
0,150279.5918367347,12.142857142857142,1.615587133892632e-18
0,150279.5918367347,12.938775510204081,1.4136387421560532e-18
0,150279.5918367347,13.73469387755102,1.615587133892632e-18
0,150279.5918367347,14.53061224489796,1.2116903504194741e-18
0,150279.5918367347,15.326530612244898,1.2116903504194741e-18
0,150279.5918367347,16.122448979591837,1.615587133892632e-18
0,150279.5918367347,16.918367346938776,1.4136387421560532e-18
0,150279.5918367347,17.714285714285715,1.615587133892632e-18
0,150279.5918367347,18.510204081632654,1.615587133892632e-18
0,150279.5918367347,19.306122448979593,1.2116903504194741e-18
0,150279.5918367347,20.10204081632653,1.615587133892632e-18
0,150279.5918367347,20.897959183673468,1.615587133892632e-18
0,150279.5918367347,21.693877551020407,1.615587133892632e-18
0,150279.5918367347,22.489795918367346,1.615587133892632e-18
0,150279.5918367347,23.285714285714285,
0,150279.5918367347,24.081632653061224,
0,150279.5918367347,24.877551020408163,
0,150279.5918367347,25.6734693877551,
0,150279.5918367347,26.46938775510204,
0,150279.5918367347,27.26530612244898,
0,150279.5918367347,28.06122448979592,
0,150279.5918367347,28.857142857142858,
0,150279.5918367347,29.653061224489797,
0,150279.5918367347,30.448979591836736,
0,150279.5918367347,31.244897959183675,
0,150279.5918367347,32.04081632653062,
0,150279.5918367347,32.83673469387755,
0,150279.5918367347,33.63265306122449,
0,150279.5918367347,34.42857142857143,
0,150279.5918367347,35.224489795918366,
0,150279.5918367347,36.02040816326531,
0,150279.5918367347,36.816326530612244,
0,150279.5918367347,37.61224489795919,
0,150279.5918367347,38.40816326530612,
0,150279.5918367347,39.20408163265306,
0,150279.5918367347,40.0,
0,156402.04081632654,1.0,1.615587133892632e-18
0,156402.04081632654,1.7959183673469388,1.8175355256292112e-18
0,156402.04081632654,2.5918367346938775,1.2116903504194741e-18
0,156402.04081632654,3.387755102040816,1.615587133892632e-18
0,156402.04081632654,4.183673469387755,1.615587133892632e-18
0,156402.04081632654,4.979591836734694,1.615587133892632e-18
0,156402.04081632654,5.775510204081632,1.4136387421560532e-18
0,156402.04081632654,6.571428571428571,1.2116903504194741e-18
0,156402.04081632654,7.36734693877551,1.2116903504194741e-18
0,156402.04081632654,8.16326530612245,1.4136387421560532e-18
0,156402.04081632654,8.959183673469388,1.8175355256292112e-18
0,156402.04081632654,9.755102040816327,1.8175355256292112e-18
0,156402.04081632654,10.551020408163264,1.8175355256292112e-18
0,156402.04081632654,11.346938775510203,1.2116903504194741e-18
0,156402.04081632654,12.142857142857142,1.8175355256292112e-18
0,156402.04081632654,12.938775510204081,1.4136387421560532e-18
0,156402.04081632654,13.73469387755102,1.8175355256292112e-18
0,156402.04081632654,14.53061224489796,1.8175355256292112e-18
0,156402.04081632654,15.326530612244898,1.8175355256292112e-18
0,156402.04081632654,16.122448979591837,1.8175355256292112e-18
0,156402.04081632654,16.918367346938776,1.615587133892632e-18
0,156402.04081632654,17.714285714285715,1.615587133892632e-18
0,156402.04081632654,18.510204081632654,1.8175355256292112e-18
0,156402.04081632654,19.306122448979593,1.4136387421560532e-18
0,156402.04081632654,20.10204081632653,1.8175355256292112e-18
0,156402.04081632654,20.897959183673468,1.615587133892632e-18
0,156402.04081632654,21.693877551020407,1.615587133892632e-18
0,156402.04081632654,22.489795918367346,1.2116903504194741e-18
0,156402.04081632654,23.285714285714285,
0,156402.04081632654,24.081632653061224,
0,156402.04081632654,24.877551020408163,
0,156402.04081632654,25.6734693877551,
0,156402.04081632654,26.46938775510204,
0,156402.04081632654,27.26530612244898,
0,156402.04081632654,28.06122448979592,
0,156402.04081632654,28.857142857142858,
0,156402.04081632654,29.653061224489797,
0,156402.04081632654,30.448979591836736,
0,156402.04081632654,31.244897959183675,
0,156402.04081632654,32.04081632653062,
0,156402.04081632654,32.83673469387755,
0,156402.04081632654,33.63265306122449,
0,156402.04081632654,34.42857142857143,
0,156402.04081632654,35.224489795918366,
0,156402.04081632654,36.02040816326531,
0,156402.04081632654,36.816326530612244,
0,156402.04081632654,37.61224489795919,
0,156402.04081632654,38.40816326530612,
0,156402.04081632654,39.20408163265306,
0,156402.04081632654,40.0,
0,162524.48979591837,1.0,1.2116903504194741e-18
0,162524.48979591837,1.7959183673469388,1.8175355256292112e-18
0,162524.48979591837,2.5918367346938775,1.615587133892632e-18
0,162524.48979591837,3.387755102040816,1.4136387421560532e-18
0,162524.48979591837,4.183673469387755,1.615587133892632e-18
0,162524.48979591837,4.979591836734694,1.615587133892632e-18
0,162524.48979591837,5.775510204081632,1.8175355256292112e-18
0,162524.48979591837,6.571428571428571,1.2116903504194741e-18
0,162524.48979591837,7.36734693877551,1.615587133892632e-18
0,162524.48979591837,8.16326530612245,1.615587133892632e-18
0,162524.48979591837,8.959183673469388,1.8175355256292112e-18
0,162524.48979591837,9.755102040816327,1.615587133892632e-18
0,162524.48979591837,10.551020408163264,1.615587133892632e-18
0,162524.48979591837,11.346938775510203,1.2116903504194741e-18
0,162524.48979591837,12.142857142857142,1.2116903504194741e-18
0,162524.48979591837,12.938775510204081,1.2116903504194741e-18
0,162524.48979591837,13.73469387755102,1.615587133892632e-18
0,162524.48979591837,14.53061224489796,1.8175355256292112e-18
0,162524.48979591837,15.326530612244898,1.2116903504194741e-18
0,162524.48979591837,16.122448979591837,1.615587133892632e-18
0,162524.48979591837,16.918367346938776,1.615587133892632e-18
0,162524.48979591837,17.714285714285715,1.8175355256292112e-18
0,162524.48979591837,18.510204081632654,1.615587133892632e-18
0,162524.48979591837,19.306122448979593,1.615587133892632e-18
0,162524.48979591837,20.10204081632653,1.615587133892632e-18
0,162524.48979591837,20.897959183673468,1.615587133892632e-18
0,162524.48979591837,21.693877551020407,1.8175355256292112e-18
0,162524.48979591837,22.489795918367346,1.8175355256292112e-18
0,162524.48979591837,23.285714285714285,
0,162524.48979591837,24.081632653061224,
0,162524.48979591837,24.877551020408163,
0,162524.48979591837,25.6734693877551,
0,162524.48979591837,26.46938775510204,
0,162524.48979591837,27.26530612244898,
0,162524.48979591837,28.06122448979592,
0,162524.48979591837,28.857142857142858,
0,162524.48979591837,29.653061224489797,
0,162524.48979591837,30.448979591836736,
0,162524.48979591837,31.244897959183675,
0,162524.48979591837,32.04081632653062,
0,162524.48979591837,32.83673469387755,
0,162524.48979591837,33.63265306122449,
0,162524.48979591837,34.42857142857143,
0,162524.48979591837,35.224489795918366,
0,162524.48979591837,36.02040816326531,
0,162524.48979591837,36.816326530612244,
0,162524.48979591837,37.61224489795919,
0,162524.48979591837,38.40816326530612,
0,162524.48979591837,39.20408163265306,
0,162524.48979591837,40.0,
0,168646.9387755102,1.0,1.615587133892632e-18
0,168646.9387755102,1.7959183673469388,1.615587133892632e-18
0,168646.9387755102,2.5918367346938775,1.8175355256292112e-18
0,168646.9387755102,3.387755102040816,1.615587133892632e-18
0,168646.9387755102,4.183673469387755,1.8175355256292112e-18
0,168646.9387755102,4.979591836734694,1.615587133892632e-18
0,168646.9387755102,5.775510204081632,1.4136387421560532e-18
0,168646.9387755102,6.571428571428571,1.2116903504194741e-18
0,168646.9387755102,7.36734693877551,1.8175355256292112e-18
0,168646.9387755102,8.16326530612245,1.615587133892632e-18
0,168646.9387755102,8.959183673469388,1.615587133892632e-18
0,168646.9387755102,9.755102040816327,1.615587133892632e-18
0,168646.9387755102,10.551020408163264,1.615587133892632e-18
0,168646.9387755102,11.346938775510203,1.615587133892632e-18
0,168646.9387755102,12.142857142857142,1.8175355256292112e-18
0,168646.9387755102,12.938775510204081,1.8175355256292112e-18
0,168646.9387755102,13.73469387755102,1.615587133892632e-18
